image_path,cluster_label,row_idx,prob_usable
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/16/cell_1763090170019_912349010008_9403_0100.png,4,29891,0.031
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/30/cell_1763022639391_912349010008_1835_0000.png,0,1500,0.031
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/20/cell_1763090400211_912349010008_15267_0100.png,12,37801,0.031
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/14/cell_1763025271300_912349010008_5297_0000.png,0,17607,0.031
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/21/cell_1763090461765_912349010008_16713_0100.png,16,39738,0.031
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/20/cell_1763090452922_912349010008_16494_0000.png,4,39450,0.031
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/14/cell_1763090060162_912349010008_5937_0100.png,16,25268,0.031
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/10/cell_1763025001083_912349010008_3420_0100.png,0,14818,0.031
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/43/cell_1763023422660_912349010008_5179_0000.png,4,6746,0.031
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/47/cell_1763023643703_912349010008_6302_0000.png,0,8537,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/47/cell_1763023647491_912349010008_6342_0000.png,17,8600,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/33/cell_1763026399619_912349010008_840_0100.png,0,20278,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/41/cell_1763023282089_912349010008_4578_0100.png,15,5785,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/17/cell_1763090279940_912349010008_12257_0000.png,16,33742,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/16/cell_1763090164388_912349010008_9293_0100.png,3,29729,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/14/cell_1763090057300_912349010008_5738_0000.png,16,25019,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/14/cell_1763090091804_912349010008_7322_0100.png,2,27046,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/30/cell_1763022646407_912349010008_1861_0100.png,0,1541,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/16/cell_1763025394052_912349010008_6097_0000.png,0,18849,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/20/cell_1763090404999_912349010008_15389_0000.png,14,37971,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/23/cell_1763090612991_912349010008_21062_0000.png,16,45559,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/18/cell_1763090323595_912349010008_13233_0100.png,16,35082,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/19/cell_1763090379429_912349010008_14593_0000.png,12,36917,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/05/cell_1763024714356_912349010008_1808_0000.png,17,12306,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/14/cell_1763090051899_912349010008_4931_0100.png,12,24133,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/21/cell_1763090475066_912349010008_17154_0100.png,9,40321,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/14/cell_1763090063918_912349010008_6357_0000.png,9,25782,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/22/cell_1763090561005_912349010008_19541_0000.png,6,43460,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/13/cell_1763089993492_912349010008_3053_0000.png,4,21642,0.032
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/17/cell_1763090273072_912349010008_12092_0000.png,4,33525,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/23/cell_1763090608925_912349010008_20913_0000.png,16,45359,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/16/cell_1763025400105_912349010008_6149_0000.png,15,18923,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/16/cell_1763090190534_912349010008_9939_0000.png,6,30624,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/33/cell_1763026420695_912349010008_962_0000.png,15,20438,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/19/cell_1763090384960_912349010008_14794_0000.png,12,37186,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/15/cell_1763090149759_912349010008_8977_0100.png,4,29283,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/34/cell_1763026446193_912349010008_1105_0000.png,1,20639,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/33/cell_1763022813109_912349010008_2496_0100.png,0,2545,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/12/cell_1763089973729_912349010008_2682_0100.png,4,21150,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/43/cell_1763023415387_912349010008_5140_0000.png,9,6686,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/19/cell_1763090391506_912349010008_15012_0000.png,4,37474,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/15/cell_1763090111783_912349010008_7885_0000.png,16,27803,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/19/cell_1763090383403_912349010008_14731_0100.png,16,37103,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/23/cell_1763090636719_912349010008_21751_0000.png,12,46503,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/03/cell_1763024622649_912349010008_1114_0000.png,0,11304,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/22/cell_1763090567796_912349010008_19763_0000.png,2,43768,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/21/cell_1763090506065_912349010008_17981_0000.png,16,41412,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/14/cell_1763090056320_912349010008_5455_0000.png,4,24735,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/20/cell_1763090406938_912349010008_15445_0100.png,4,38039,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/23/cell_1763090637973_912349010008_21788_0100.png,4,46552,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/18/cell_1763090329955_912349010008_13442_0000.png,2,35352,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/47/cell_1763023636443_912349010008_6249_0000.png,0,8454,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/20/cell_1763090408207_912349010008_15487_0100.png,12,38095,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/27/cell_1763022453006_912349010008_1217_0000.png,15,520,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/21/cell_1763090507985_912349010008_18027_0000.png,16,41474,0.033
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/17/cell_1763090266857_912349010008_11912_0000.png,16,33280,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/22/cell_1763090569803_912349010008_19808_0100.png,12,43836,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/20/cell_1763090433976_912349010008_16139_0100.png,16,38965,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/15/cell_1763090118651_912349010008_8099_0100.png,6,28094,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/16/cell_1763090189270_912349010008_9898_0000.png,2,30568,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/17/cell_1763090233980_912349010008_11041_0000.png,16,32102,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/17/cell_1763090232852_912349010008_11018_0000.png,2,32075,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/15/cell_1763090130322_912349010008_8477_0100.png,16,28611,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/23/cell_1763090633524_912349010008_21686_0000.png,16,46425,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/03/cell_1763024599545_912349010008_893_0000.png,6,10998,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/20/cell_1763090426522_912349010008_15990_0000.png,2,38775,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/20/cell_1763090404754_912349010008_15380_0000.png,16,37961,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/17/cell_1763090240137_912349010008_11218_0100.png,6,32335,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/47/cell_1763023622667_912349010008_6171_0000.png,17,8334,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/21/cell_1763090461346_912349010008_16702_0000.png,14,39726,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/24/cell_1763090647702_912349010008_22015_0000.png,12,46850,0.034
/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/15/cell_1763090137088_912349010008_8641_0100.png,4,28821,0.034
