cluster_label,rank_in_cluster,distance_to_centroid,image_name,image_path
7,6,0.964029848575592,cell_1763023098481_912349010008_3738_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/38/cell_1763023098481_912349010008_3738_0000.png
7,7,1.0052130222320557,cell_1763024774959_912349010008_2118_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/06/cell_1763024774959_912349010008_2118_0100.png
7,8,1.011925458908081,cell_1763023243185_912349010008_4442_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/40/cell_1763023243185_912349010008_4442_0000.png
7,9,1.0119432210922241,cell_1763090036724_912349010008_4580_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/13/cell_1763090036724_912349010008_4580_0000.png
7,10,1.0295952558517456,cell_1763023303833_912349010008_4664_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/41/cell_1763023303833_912349010008_4664_0000.png
7,11,1.039270043373108,cell_1763023665378_912349010008_6476_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/47/cell_1763023665378_912349010008_6476_0100.png
7,12,1.057541847229004,cell_1763090458275_912349010008_16624_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/20/cell_1763090458275_912349010008_16624_0000.png
7,13,1.0673710107803345,cell_1763023713300_912349010008_6832_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/48/cell_1763023713300_912349010008_6832_0000.png
7,14,1.0676958560943604,cell_1763025051707_912349010008_3744_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/10/cell_1763025051707_912349010008_3744_0100.png
7,15,1.071169376373291,cell_1763023067087_912349010008_3580_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/37/cell_1763023067087_912349010008_3580_0000.png
7,16,1.1429435014724731,cell_1763023313737_912349010008_4703_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/41/cell_1763023313737_912349010008_4703_0000.png
7,17,1.1431853771209717,cell_1763023632411_912349010008_6227_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/47/cell_1763023632411_912349010008_6227_0100.png
7,18,1.171370267868042,cell_1763025384982_912349010008_6046_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/16/cell_1763025384982_912349010008_6046_0000.png
7,19,1.2235941886901855,cell_1763090056842_912349010008_5654_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/14/cell_1763090056842_912349010008_5654_0000.png
7,20,1.2361103296279907,cell_1763023653691_912349010008_6396_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/47/cell_1763023653691_912349010008_6396_0000.png
8,1,0.09470129013061523,cell_1763025239730_912349010008_5029_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/13/cell_1763025239730_912349010008_5029_0000.png
8,2,0.09817326813936234,cell_1763026340737_912349010008_606_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/32/cell_1763026340737_912349010008_606_0000.png
8,3,0.09896310418844223,cell_1763025163273_912349010008_4438_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/12/cell_1763025163273_912349010008_4438_0100.png
8,4,0.11613056808710098,cell_1763024869199_912349010008_2630_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/07/cell_1763024869199_912349010008_2630_0000.png
8,5,0.11623100191354752,cell_1763023294956_912349010008_4629_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/41/cell_1763023294956_912349010008_4629_0000.png
8,6,0.11701889336109161,cell_1763024748699_912349010008_1967_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/05/cell_1763024748699_912349010008_1967_0100.png
8,7,0.11705789715051651,cell_1763025055593_912349010008_3769_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/01/10/cell_1763025055593_912349010008_3769_0000.png
8,8,0.11739037930965424,cell_1763023680745_912349010008_6581_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/48/cell_1763023680745_912349010008_6581_0100.png
8,9,0.11882337927818298,cell_1763090315004_912349010008_13041_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/19/18/cell_1763090315004_912349010008_13041_0100.png
8,10,0.11971649527549744,cell_1763023488270_912349010008_5552_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/44/cell_1763023488270_912349010008_5552_0100.png
8,11,0.12015169858932495,cell_1763023229297_912349010008_4379_0100.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/40/cell_1763023229297_912349010008_4379_0100.png
8,12,0.12226355075836182,cell_1763023684614_912349010008_6604_0000.png,/home/wangqianqian/project/FS/data/13JM+CAOV3+MNT1/00/48/cell_1763023684614_912349010008_6604_0000.png
